tenure,MonthlyCharges,Contract,OnlineSecurity,PaymentMethod,CLV
24,20.75,2,1,3,498.0
69,61.45,2,0,1,4240.05
42,54.5,0,2,3,2289.0
2,69.6,0,0,2,139.2
39,99.75,0,0,2,3890.25
45,109.75,2,0,0,4938.75
72,80.85,2,2,0,5821.2
38,20.3,2,1,3,771.4
72,67.8,2,2,0,4881.599999999999
1,24.05,0,1,3,24.05
72,19.8,2,1,1,1425.6000000000001
55,25.7,2,1,0,1413.5
51,56.15,1,0,2,2863.65
63,86.7,2,2,0,5462.1
1,20.4,0,1,3,20.4
23,19.65,2,1,3,451.95
1,50.55,0,0,2,50.55
2,54.35,0,0,3,108.7
52,108.1,0,2,1,5621.2
36,54.45,1,2,3,1960.2
1,45.35,0,0,3,45.35
28,59.0,1,2,3,1652.0
7,69.45,1,2,2,486.15000000000003
14,100.55,0,0,2,1407.7
72,64.95,2,2,1,4676.400000000001
1,20.5,0,1,3,20.5
10,18.85,0,1,3,188.5
42,19.8,1,1,0,831.6
7,25.05,0,0,0,175.35
4,74.8,0,0,0,299.2
72,114.3,2,2,1,8229.6
20,24.45,0,0,2,489.0
63,109.2,2,2,1,6879.6
56,45.05,2,2,0,2522.7999999999997
5,51.0,0,0,3,255.0
72,110.45,2,0,0,7952.400000000001
68,84.65,0,0,2,5756.200000000001
67,60.05,1,2,3,4023.35
8,44.65,0,0,0,357.2
52,93.25,0,0,0,4849.0
18,20.25,0,1,3,364.5
59,25.45,2,1,3,1501.55
60,20.6,2,1,3,1236.0
7,94.1,0,0,2,658.6999999999999
59,34.8,1,2,3,2053.2
46,60.75,2,2,0,2794.5
5,51.35,0,0,2,256.75
59,64.05,2,2,1,3778.95
70,84.8,2,0,0,5936.0
14,71.0,0,0,1,994.0
44,50.15,0,0,3,2206.6
64,94.6,2,2,1,6054.4
58,59.75,2,2,3,3465.5
46,100.25,1,0,2,4611.5
58,98.9,0,0,2,5736.200000000001
72,97.7,2,0,1,7034.400000000001
30,40.3,0,0,2,1209.0
11,60.25,0,2,0,662.75
34,56.25,0,0,2,1912.5
54,46.2,2,2,0,2494.8
3,50.6,0,0,2,151.8
72,24.9,2,1,3,1792.8
40,84.85,0,0,2,3394.0
2,65.7,0,0,3,131.4
54,63.35,2,0,1,3420.9
14,50.1,0,2,0,701.4
1,70.5,0,0,2,70.5
10,94.85,0,0,2,948.5
1,50.15,0,2,2,50.15
1,19.75,0,1,3,19.75
56,64.65,1,2,0,3620.4000000000005
68,79.6,2,2,0,5412.799999999999
14,19.5,1,1,3,273.0
68,99.55,2,2,2,6769.4
55,74.0,0,0,2,4070.0
16,38.9,0,2,2,622.4
9,79.55,0,0,2,715.9499999999999
14,65.45,0,2,2,916.3000000000001
58,98.7,0,0,2,5724.6
53,46.3,0,2,0,2453.8999999999996
70,99.35,2,2,1,6954.5
14,95.8,0,0,2,1341.2
22,67.5,1,2,0,1485.0
10,78.15,0,2,1,781.5
29,26.1,2,1,3,756.9000000000001
1,69.6,0,0,2,69.6
49,84.35,1,2,2,4133.15
68,100.2,0,0,2,6813.6
1,78.05,0,0,2,78.05
30,40.35,1,0,1,1210.5
72,79.2,2,2,1,5702.400000000001
10,20.9,0,1,3,209.0
7,73.6,0,0,2,515.1999999999999
9,74.75,0,0,2,672.75
1,49.9,0,2,3,49.9
20,68.9,0,0,1,1378.0
1,20.25,0,1,3,20.25
29,76.0,0,0,1,2204.0
1,74.0,0,0,2,74.0
3,82.3,0,2,3,246.89999999999998
20,89.4,0,2,0,1788.0
64,99.15,0,0,1,6345.6
1,20.2,0,1,3,20.2
6,29.45,0,2,0,176.7
50,19.8,2,1,2,990.0
6,59.15,0,2,0,354.9
7,44.75,0,0,2,313.25
72,90.8,2,0,1,6537.599999999999
8,49.55,0,0,0,396.4
67,106.7,2,2,1,7148.900000000001
24,93.55,0,0,2,2245.2
72,94.45,2,2,1,6800.400000000001
33,19.45,1,1,0,641.85
2,25.05,0,0,2,50.1
70,67.95,2,2,3,4756.5
22,65.25,1,0,0,1435.5
59,99.45,0,2,0,5867.55
36,20.35,1,1,1,732.6
51,19.95,2,1,3,1017.4499999999999
53,77.4,1,2,0,4102.200000000001
20,19.7,1,1,0,394.0
63,99.7,2,2,1,6281.1
40,74.8,0,0,1,2992.0
35,19.15,1,1,3,670.25
26,78.95,1,0,0,2052.7000000000003
27,95.55,0,0,2,2579.85
53,62.85,1,2,1,3331.05
34,71.55,0,0,1,2432.7
19,94.95,0,0,2,1804.05
43,86.1,0,2,1,3702.2999999999997
6,19.55,0,1,3,117.30000000000001
56,24.8,2,1,3,1388.8
57,39.3,0,0,2,2240.1
34,84.05,0,0,3,2857.7
10,36.25,0,0,2,362.5
1,20.25,0,1,3,20.25
13,23.9,0,0,2,310.7
56,98.6,0,0,2,5521.599999999999
55,103.65,0,0,1,5700.75
36,92.9,2,2,1,3344.4
47,19.9,1,1,0,935.3
12,20.1,0,1,1,241.20000000000002
1,85.45,0,0,2,85.45
24,80.5,0,0,2,1932.0
63,99.9,1,0,0,6293.700000000001
35,39.85,0,0,2,1394.75
67,60.5,1,2,1,4053.5
25,84.8,0,0,2,2120.0
21,103.85,0,2,3,2180.85
13,67.8,0,2,0,881.4
35,75.2,0,0,2,2632.0
71,24.85,2,1,0,1764.3500000000001
29,19.35,0,1,1,561.1500000000001
71,49.35,2,0,2,3503.85
7,89.0,0,0,2,623.0
57,55.0,0,0,2,3135.0
65,76.15,2,2,0,4949.75
27,20.3,1,1,3,548.1
6,74.9,0,0,2,449.40000000000003
72,117.35,2,2,1,8449.199999999999
1,19.75,0,1,3,19.75
11,45.2,0,0,1,497.20000000000005
39,25.2,2,1,3,982.8
59,89.75,0,2,2,5295.25
26,75.0,1,2,0,1950.0
2,49.95,0,0,3,99.9
72,65.7,2,2,0,4730.400000000001
65,67.05,1,2,1,4358.25
72,110.9,2,0,1,7984.8
6,87.95,0,0,0,527.7
32,19.8,1,1,1,633.6
50,75.7,1,0,0,3785.0
61,62.15,2,2,3,3791.15
15,101.25,0,0,2,1518.75
72,115.15,2,2,0,8290.800000000001
9,18.95,0,1,3,170.54999999999998
1,19.5,0,1,3,19.5
12,86.55,0,0,2,1038.6
37,28.6,0,0,1,1058.2
61,20.4,1,1,3,1244.3999999999999
18,19.8,1,1,0,356.40000000000003
21,45.65,0,0,3,958.65
68,56.4,2,2,3,3835.2
12,73.3,0,0,1,879.5999999999999
2,24.35,0,0,2,48.7
62,101.35,0,0,2,6283.7
29,98.65,0,0,2,2860.8500000000004
1,33.6,0,0,3,33.6
5,79.9,0,0,0,399.5
1,20.7,0,1,2,20.7
62,104.05,2,0,2,6451.099999999999
36,20.25,2,1,0,729.0
28,103.3,0,0,2,2892.4
69,73.7,1,2,1,5085.3
11,96.2,0,2,1,1058.2
63,108.75,0,0,2,6851.25
23,20.15,1,1,0,463.45
10,19.75,0,1,1,197.5
71,25.95,2,1,1,1842.45
45,70.05,0,2,2,3152.25
70,24.05,2,1,3,1683.5
22,84.75,0,0,2,1864.5
52,23.05,2,1,3,1198.6000000000001
55,104.15,1,0,2,5728.25
65,59.95,2,2,1,3896.75
72,19.55,2,1,0,1407.6000000000001
10,19.6,1,1,0,196.0
7,20.05,1,1,3,140.35
5,85.55,0,0,2,427.75
24,78.6,2,2,1,1886.3999999999999
72,116.8,2,2,1,8409.6
21,43.55,0,2,3,914.55
69,60.8,1,0,1,4195.2
44,54.9,0,0,0,2415.6
61,65.2,1,0,2,3977.2000000000003
24,102.95,0,0,1,2470.8
1,90.6,0,0,2,90.6
6,50.8,0,0,0,304.79999999999995
4,90.05,0,0,2,360.2
72,108.2,2,0,2,7790.400000000001
72,92.0,2,2,0,6624.0
14,75.1,0,0,2,1051.3999999999999
7,25.05,0,1,0,175.35
48,75.15,1,0,2,3607.2000000000003
55,19.5,1,1,3,1072.5
1,19.3,0,1,1,19.3
45,112.2,1,2,1,5049.0
3,70.3,0,0,3,210.89999999999998
71,19.6,2,1,3,1391.6000000000001
8,20.25,0,1,3,162.0
3,75.85,0,0,2,227.54999999999998
69,80.65,2,2,0,5564.85
1,68.5,0,0,2,68.5
72,115.75,2,2,1,8334.0
11,73.5,0,2,2,808.5
71,80.6,2,2,0,5722.599999999999
1,69.95,0,0,3,69.95
33,59.55,2,2,0,1965.1499999999999
16,19.05,1,1,3,304.8
56,95.65,1,2,2,5356.400000000001
1,19.95,0,1,1,19.95
5,70.05,0,0,2,350.25
57,19.4,1,1,3,1105.8
56,36.1,1,0,1,2021.6000000000001
8,94.0,0,0,2,752.0
22,61.15,0,2,3,1345.3
1,19.75,0,1,3,19.75
40,64.1,0,2,1,2564.0
46,19.75,2,1,1,908.5
63,19.7,2,1,3,1241.1
68,110.2,2,2,2,7493.6
69,106.35,2,2,1,7338.15
56,90.55,0,0,2,5070.8
10,65.9,1,0,3,659.0
63,104.5,1,2,1,6583.5
24,52.5,2,2,3,1260.0
19,56.1,0,0,3,1065.9
22,88.75,0,0,2,1952.5
29,84.45,0,2,2,2449.05
13,75.3,1,0,3,978.9
70,26.0,2,1,0,1820.0
49,99.4,0,0,2,4870.6
43,109.55,1,2,3,4710.65
3,19.6,0,1,3,58.800000000000004
42,73.15,1,0,2,3072.3
57,54.65,1,0,3,3115.0499999999997
2,66.4,0,2,0,132.8
72,115.55,2,2,1,8319.6
46,104.45,0,0,2,4804.7
66,100.05,0,0,1,6603.3
62,102.0,1,2,2,6324.0
72,91.15,2,2,0,6562.8
35,89.7,1,0,2,3139.5
17,90.2,0,2,1,1533.4
72,92.4,2,2,2,6652.8
28,19.9,1,1,3,557.1999999999999
56,25.15,2,1,1,1408.3999999999999
31,79.85,0,0,1,2475.35
45,18.85,1,1,0,848.2500000000001
1,25.75,0,1,3,25.75
2,49.6,0,0,3,99.2
6,20.95,0,1,3,125.69999999999999
48,97.05,1,0,2,4658.4
25,25.4,0,1,0,635.0
64,19.7,2,1,0,1260.8
50,35.0,0,2,3,1750.0
52,101.25,1,0,0,5265.0
4,70.2,0,0,2,280.8
32,90.95,0,0,2,2910.4
45,73.85,2,2,1,3323.2499999999995
9,88.05,0,2,2,792.4499999999999
66,105.95,1,0,1,6992.7
3,91.85,0,0,2,275.54999999999995
54,20.1,2,1,3,1085.4
1,40.1,0,0,2,40.1
64,110.3,2,2,0,7059.2
31,73.9,0,0,2,2290.9
14,89.8,0,0,3,1257.2
12,85.15,1,2,1,1021.8000000000001
67,60.95,1,2,0,4083.65
35,72.25,0,2,2,2528.75
45,73.55,2,2,3,3309.75
10,46.0,0,0,3,460.0
29,58.55,0,2,0,1697.9499999999998
24,24.6,1,1,0,590.4000000000001
66,19.75,2,1,3,1303.5
51,86.35,1,2,3,4403.849999999999
45,25.5,2,1,3,1147.5
49,19.0,1,1,1,931.0
29,19.55,2,1,3,566.95
40,110.1,0,2,1,4404.0
37,96.55,0,0,2,3572.35
25,69.75,0,0,2,1743.75
22,50.6,0,0,2,1113.2
72,65.6,2,2,0,4723.2
7,40.1,0,0,1,280.7
33,82.1,2,0,1,2709.2999999999997
23,79.1,0,0,3,1819.3
24,101.25,0,0,2,2430.0
1,79.55,0,0,2,79.55
69,90.65,2,2,3,6254.85
3,20.55,1,1,1,61.650000000000006
56,75.75,1,0,0,4242.0
65,110.0,1,2,1,7150.0
71,20.85,1,1,2,1480.3500000000001
14,80.35,0,0,0,1124.8999999999999
2,70.15,0,0,2,140.3
32,84.05,1,0,2,2689.6
40,67.45,0,2,2,2698.0
1,20.75,0,1,1,20.75
1,89.1,0,0,2,89.1
7,69.9,0,0,3,489.30000000000007
15,51.1,0,0,2,766.5
17,94.4,0,2,2,1604.8000000000002
19,78.25,0,0,2,1486.75
71,25.55,2,1,0,1814.05
54,60.0,2,2,0,3240.0
31,90.55,0,2,1,2807.0499999999997
11,76.4,0,2,2,840.4000000000001
18,84.95,0,0,2,1529.1000000000001
72,110.1,2,2,0,7927.2
71,99.65,0,0,1,7075.150000000001
5,45.4,0,0,1,227.0
38,69.0,1,0,1,2622.0
5,48.65,0,0,0,243.25
2,44.15,0,0,2,88.3
52,59.85,2,2,0,3112.2000000000003
8,75.75,0,0,2,606.0
68,80.65,2,0,2,5484.200000000001
69,20.55,1,1,1,1417.95
42,66.4,0,2,1,2788.8
50,100.2,2,0,3,5010.0
1,19.1,0,1,3,19.1
1,80.3,0,2,2,80.3
33,44.55,0,0,1,1470.1499999999999
7,20.35,0,1,3,142.45000000000002
64,91.8,0,2,2,5875.2
1,74.9,0,0,2,74.9
59,20.2,2,1,0,1191.8
6,50.35,0,0,2,302.1
3,18.8,0,1,3,56.400000000000006
15,20.45,0,1,1,306.75
13,64.75,1,0,2,841.75
23,98.7,0,0,1,2270.1
31,89.45,0,2,2,2772.9500000000003
29,58.75,1,2,2,1703.75
49,20.7,1,1,1,1014.3
56,85.6,0,0,0,4793.599999999999
63,80.3,2,2,1,5058.9
63,79.8,2,0,1,5027.4
24,79.85,0,2,2,1916.3999999999999
36,54.1,1,0,1,1947.6000000000001
9,80.85,0,0,2,727.65
3,24.75,0,0,2,74.25
21,80.9,1,2,3,1698.9
13,24.5,1,1,0,318.5
1,20.15,0,1,0,20.15
25,20.05,1,1,3,501.25
71,19.6,2,1,0,1391.6000000000001
66,114.3,1,2,0,7543.8
45,100.3,1,2,2,4513.5
22,80.0,0,0,1,1760.0
67,20.85,1,1,0,1396.95
68,89.95,2,0,0,6116.6
49,90.85,0,0,1,4451.65
4,48.75,0,0,3,195.0
63,80.0,1,2,1,5040.0
2,79.7,0,0,0,159.4
21,20.35,1,1,3,427.35
55,57.55,2,2,0,3165.25
1,20.25,0,1,3,20.25
17,19.4,2,1,3,329.79999999999995
30,100.4,0,2,0,3012.0
22,57.95,0,2,3,1274.9
9,59.5,0,0,0,535.5
1,19.2,0,1,3,19.2
21,86.5,0,0,2,1816.5
19,59.55,0,0,2,1131.45
69,103.95,0,0,2,7172.55
1,25.1,0,0,2,25.1
72,103.95,2,2,0,7484.400000000001
70,68.95,2,2,1,4826.5
66,103.1,0,2,0,6804.599999999999
7,24.7,0,0,2,172.9
46,110.2,0,2,2,5069.2
39,48.95,0,2,1,1909.0500000000002
32,62.45,0,0,0,1998.4
24,89.55,0,0,2,2149.2
6,83.55,0,0,1,501.29999999999995
37,78.9,0,2,1,2919.3
8,20.35,0,1,3,162.8
72,71.45,2,2,0,5144.400000000001
71,46.35,2,2,1,3290.85
16,94.65,0,0,0,1514.4
57,49.9,0,2,0,2844.2999999999997
66,25.45,1,1,0,1679.7
17,89.15,0,0,2,1515.5500000000002
21,20.75,0,1,3,435.75
66,66.1,2,2,1,4362.599999999999
17,75.4,0,0,0,1281.8000000000002
1,70.45,0,0,3,70.45
58,60.3,1,2,1,3497.3999999999996
8,21.05,0,1,1,168.4
27,69.35,1,2,1,1872.4499999999998
34,88.85,0,0,3,3020.8999999999996
30,97.0,1,0,0,2910.0
33,66.4,0,0,1,2191.2000000000003
1,24.75,0,0,2,24.75
14,69.2,0,2,3,968.8000000000001
16,79.5,1,0,1,1272.0
49,100.65,2,0,1,4931.85
19,103.3,0,0,2,1962.7
70,79.7,2,2,0,5579.0
32,61.4,0,2,0,1964.8
18,69.8,0,0,2,1256.3999999999999
37,40.55,2,2,3,1500.35
4,75.65,0,0,2,302.6
16,90.7,0,2,2,1451.2
17,80.5,0,0,0,1368.5
19,60.6,0,2,2,1151.4
60,101.15,2,0,1,6069.0
51,24.95,2,1,3,1272.45
28,20.3,2,1,1,568.4
43,60.0,2,0,2,2580.0
42,20.25,2,1,2,850.5
3,78.5,0,0,2,235.5
1,44.75,0,0,3,44.75
3,19.85,0,1,3,59.550000000000004
63,98.0,2,2,1,6174.0
3,79.9,0,0,2,239.70000000000002
68,107.7,0,2,2,7323.6
30,99.7,0,0,2,2991.0
60,104.7,2,0,2,6282.0
15,58.6,0,0,1,879.0
45,93.9,0,0,0,4225.5
70,86.45,2,2,1,6051.5
10,98.5,0,0,2,985.0
4,19.4,0,1,3,77.6
1,50.45,0,0,3,50.45
68,24.95,2,1,1,1696.6
22,75.0,0,2,0,1650.0
38,94.65,0,0,2,3596.7000000000003
1,100.25,0,0,1,100.25
18,78.2,0,0,2,1407.6000000000001
29,94.2,0,0,2,2731.8
16,88.45,0,0,2,1415.2
1,69.85,0,0,2,69.85
12,81.7,0,2,0,980.4000000000001
31,50.05,1,0,2,1551.55
4,79.9,0,0,2,319.6
48,69.55,1,0,3,3338.3999999999996
15,25.4,0,1,1,381.0
50,90.1,1,2,1,4505.0
7,44.65,0,0,0,312.55
41,83.75,0,2,0,3433.75
68,80.35,2,2,1,5463.799999999999
26,98.1,0,0,0,2550.6
57,53.35,2,0,1,3040.9500000000003
3,19.55,0,1,2,58.650000000000006
1,20.9,0,1,3,20.9
19,48.95,1,2,0,930.0500000000001
3,54.2,0,0,2,162.60000000000002
59,24.45,2,1,2,1442.55
1,69.4,0,0,3,69.4
42,40.15,0,2,0,1686.3
7,74.9,0,0,2,524.3000000000001
67,25.6,2,1,1,1715.2
1,70.35,0,0,2,70.35
66,91.7,2,2,0,6052.2
61,89.2,0,0,3,5441.2
4,24.1,1,1,1,96.4
42,74.15,0,2,1,3114.3
64,53.85,1,0,0,3446.4
54,115.6,1,2,0,6242.4
1,19.75,0,1,1,19.75
54,24.05,2,1,0,1298.7
18,25.3,2,1,1,455.40000000000003
3,84.3,0,0,2,252.89999999999998
1,70.1,0,0,2,70.1
72,89.75,2,2,1,6462.0
60,97.95,1,0,2,5877.0
11,20.0,1,1,3,220.0
12,78.3,0,2,2,939.5999999999999
61,103.9,1,0,1,6337.900000000001
39,20.7,2,1,1,807.3
55,96.8,0,0,2,5324.0
17,94.4,0,2,2,1604.8000000000002
37,20.15,1,1,1,745.55
72,26.0,2,1,3,1872.0
72,77.35,2,0,1,5569.2
8,66.05,0,2,0,528.4
22,19.9,0,1,3,437.79999999999995
1,84.3,0,0,2,84.3
38,68.15,0,0,1,2589.7000000000003
17,80.85,1,0,2,1374.4499999999998
70,75.5,2,0,0,5285.0
72,92.45,2,2,1,6656.400000000001
28,80.6,0,0,2,2256.7999999999997
15,83.2,0,0,0,1248.0
72,87.55,2,2,0,6303.599999999999
11,99.55,0,0,2,1095.05
8,81.25,0,0,2,650.0
57,109.4,1,0,0,6235.8
1,19.95,0,1,0,19.95
46,45.55,0,2,2,2095.2999999999997
30,20.7,1,1,1,621.0
10,75.3,0,2,2,753.0
23,99.25,0,2,2,2282.75
32,93.4,0,2,1,2988.8
13,73.75,0,2,1,958.75
39,80.45,2,0,2,3137.55
44,88.15,0,0,1,3878.6000000000004
9,49.2,0,0,3,442.8
67,19.65,2,1,3,1316.55
9,79.35,0,0,0,714.15
15,79.75,0,0,2,1196.25
71,105.15,2,0,0,7465.650000000001
1,49.0,0,0,1,49.0
30,100.05,0,0,2,3001.5
1,69.35,0,0,2,69.35
17,49.8,0,0,3,846.5999999999999
3,85.8,0,0,2,257.4
67,79.7,2,2,2,5339.900000000001
1,20.95,0,1,0,20.95
1,50.55,0,0,3,50.55
32,79.3,0,0,3,2537.6
41,19.5,1,1,0,799.5
1,80.55,0,0,2,80.55
1,44.15,0,0,0,44.15
12,84.5,0,0,2,1014.0
62,105.5,0,2,2,6541.0
22,84.3,0,0,3,1854.6
17,92.7,0,0,1,1575.9
72,26.25,2,1,0,1890.0
56,96.95,0,0,1,5429.2
9,20.45,0,1,1,184.04999999999998
72,115.8,2,2,0,8337.6
20,108.2,0,2,0,2164.0
19,20.2,2,1,3,383.8
2,67.75,0,0,2,135.5
53,54.9,1,0,1,2909.7
27,85.25,0,0,2,2301.75
6,20.15,0,1,0,120.89999999999999
9,90.35,1,0,2,813.15
8,55.75,0,0,2,446.0
71,114.6,2,2,0,8136.599999999999
10,80.05,0,0,0,800.5
1,20.0,0,1,3,20.0
71,66.8,1,2,0,4742.8
68,100.3,1,0,2,6820.4
34,105.35,0,0,2,3581.8999999999996
26,85.2,1,0,2,2215.2000000000003
22,48.8,0,2,1,1073.6
7,18.95,0,1,3,132.65
20,69.8,0,0,0,1396.0
60,106.15,0,0,2,6369.0
72,20.55,2,1,2,1479.6000000000001
72,105.75,1,0,1,7614.0
4,25.25,0,1,3,101.0
16,19.75,0,1,2,316.0
62,104.85,1,2,2,6500.7
10,60.95,0,0,3,609.5
31,81.15,0,0,2,2515.65
71,19.1,2,1,1,1356.1000000000001
58,20.8,2,1,3,1206.4
70,90.15,2,2,1,6310.5
71,90.1,2,2,2,6397.099999999999
69,74.1,2,2,1,5112.9
1,85.05,0,0,2,85.05
72,118.75,2,2,0,8550.0
26,85.9,0,0,1,2233.4
33,95.0,0,0,1,3135.0
10,20.15,2,1,3,201.5
57,101.3,2,2,1,5774.099999999999
10,21.2,0,1,2,212.0
39,24.2,1,1,3,943.8
11,20.3,0,1,0,223.3
21,102.8,0,0,2,2158.7999999999997
68,85.3,2,0,0,5800.4
18,89.6,1,0,1,1612.8
6,99.95,0,0,3,599.7
18,56.25,0,2,3,1012.5
52,50.95,1,0,0,2649.4
56,115.85,2,2,3,6487.599999999999
45,103.65,0,0,0,4664.25
67,26.1,2,1,3,1748.7
3,35.1,0,2,3,105.30000000000001
65,99.1,0,0,0,6441.5
63,67.25,2,0,3,4236.75
11,25.0,2,1,3,275.0
1,59.55,0,0,3,59.55
55,77.8,2,0,0,4279.0
25,55.1,1,0,3,1377.5
72,117.8,1,2,0,8481.6
72,24.15,2,1,1,1738.8
65,45.25,2,0,3,2941.25
54,79.5,0,0,2,4293.0
7,20.25,0,1,3,141.75
72,64.75,2,2,0,4662.0
21,54.6,0,0,0,1146.6000000000001
2,20.7,0,1,0,41.4
4,94.75,0,0,2,379.0
3,79.65,0,0,0,238.95000000000002
72,115.8,2,2,1,8337.6
6,49.45,0,2,2,296.70000000000005
52,83.8,0,0,1,4357.599999999999
69,95.35,0,0,0,6579.15
8,94.7,0,0,2,757.6
8,74.05,0,0,0,592.4
63,89.6,0,0,0,5644.799999999999
60,116.6,1,2,1,6996.0
12,54.2,0,2,0,650.4000000000001
13,19.3,0,1,3,250.9
22,65.05,0,2,3,1431.1
5,92.5,0,0,2,462.5
1,19.45,0,1,3,19.45
72,24.05,2,1,0,1731.6000000000001
2,18.75,0,1,0,37.5
40,20.15,2,1,0,806.0
44,20.0,1,1,0,880.0
71,71.0,1,2,0,5041.0
2,75.55,0,0,2,151.1
26,93.6,0,0,2,2433.6
1,70.0,0,0,2,70.0
1,24.4,0,0,3,24.4
65,74.8,2,2,0,4862.0
3,65.25,0,0,3,195.75
13,50.55,0,0,3,657.15
33,104.4,0,0,2,3445.2000000000003
1,70.7,0,0,3,70.7
4,45.25,0,0,3,181.0
2,70.3,0,0,2,140.6
72,108.95,2,2,1,7844.400000000001
37,26.45,0,1,3,978.65
15,86.2,0,2,2,1293.0
23,19.65,1,1,1,451.95
30,51.2,0,0,1,1536.0
42,19.05,1,1,2,800.1
32,74.75,1,2,3,2392.0
22,75.8,0,0,0,1667.6
42,25.1,0,0,1,1054.2
8,44.45,0,0,3,355.6
65,104.3,2,2,1,6779.5
2,19.5,0,1,3,39.0
70,89.0,2,2,0,6230.0
22,20.15,0,1,1,443.29999999999995
4,74.9,0,0,2,299.6
2,74.9,0,0,1,149.8
67,36.15,2,2,0,2422.0499999999997
25,19.2,0,1,1,480.0
20,19.25,0,1,0,385.0
2,61.2,0,2,1,122.4
51,20.45,2,1,3,1042.95
46,35.05,0,2,0,1612.3
25,100.25,0,0,2,2506.25
13,44.0,0,0,3,572.0
25,102.8,0,2,3,2570.0
26,50.35,1,0,3,1309.1000000000001
43,100.0,1,0,2,4300.0
19,20.0,0,1,2,380.0
10,99.85,0,0,2,998.5
2,94.2,0,0,0,188.4
72,86.4,2,2,0,6220.8
18,58.4,0,2,1,1051.2
9,83.85,0,0,2,754.65
27,88.3,0,0,1,2384.1
24,94.1,0,0,2,2258.3999999999996
69,104.05,1,0,0,7179.45
46,108.9,2,0,1,5009.400000000001
72,107.4,2,2,0,7732.8
22,94.7,0,0,1,2083.4
70,90.85,0,2,2,6359.5
2,19.9,0,1,2,39.8
31,66.4,0,0,1,2058.4
56,100.65,0,0,0,5636.400000000001
16,100.7,0,2,0,1611.2
52,25.6,2,1,1,1331.2
13,19.85,0,1,3,258.05
35,20.75,1,1,3,726.25
59,95.8,2,0,2,5652.2
72,94.65,0,0,2,6814.8
66,80.55,2,0,0,5316.3
49,106.65,2,2,1,5225.85
2,45.85,0,0,3,91.7
21,104.35,0,0,2,2191.35
54,55.45,1,0,2,2994.3
24,78.85,0,2,2,1892.3999999999999
1,61.15,0,2,2,61.15
6,78.95,0,2,2,473.70000000000005
1,44.45,0,0,3,44.45
49,109.2,1,2,1,5350.8
56,61.3,2,2,1,3432.7999999999997
56,96.85,0,2,2,5423.599999999999
6,40.55,2,0,3,243.29999999999998
32,19.8,1,1,3,633.6
50,108.25,1,2,2,5412.5
58,105.05,1,0,0,6092.9
65,90.45,2,2,3,5879.25
64,86.4,2,2,1,5529.6
66,66.9,2,2,0,4415.400000000001
38,110.7,1,2,2,4206.6
20,20.0,1,1,3,400.0
36,84.9,0,0,2,3056.4
64,102.1,1,0,2,6534.4
1,20.25,0,1,3,20.25
60,70.15,1,0,1,4209.0
1,74.35,0,0,2,74.35
50,80.05,1,2,0,4002.5
1,62.05,0,0,3,62.05
72,49.2,2,2,2,3542.4
60,20.5,2,1,0,1230.0
46,38.25,2,2,3,1759.5
69,54.95,2,0,1,3791.55
31,96.6,0,0,0,2994.6
19,19.9,1,1,3,378.09999999999997
71,19.9,2,1,1,1412.8999999999999
12,84.6,0,2,2,1015.1999999999999
39,80.0,1,2,1,3120.0
44,85.25,1,0,0,3751.0
56,81.25,2,2,1,4550.0
72,115.5,2,2,0,8316.0
5,104.1,0,0,3,520.5
11,79.0,0,2,0,869.0
24,39.1,0,2,0,938.4000000000001
15,94.65,0,0,2,1419.75
72,20.8,2,1,3,1497.6000000000001
56,59.5,2,0,1,3332.0
64,20.05,2,1,0,1283.2
34,100.45,0,0,2,3415.3
2,76.5,0,0,2,153.0
35,20.6,1,1,0,721.0
22,20.3,1,1,1,446.6
5,49.2,0,0,2,246.0
9,39.55,1,2,3,355.95
11,23.15,0,1,1,254.64999999999998
23,20.45,1,1,3,470.34999999999997
4,80.85,0,0,2,323.4
68,25.25,2,1,0,1717.0
33,91.25,0,0,2,3011.25
31,72.45,0,2,0,2245.9500000000003
1,60.1,0,0,3,60.1
56,19.7,2,1,0,1103.2
1,78.95,0,0,2,78.95
66,75.1,1,2,2,4956.599999999999
72,25.0,2,1,0,1800.0
34,69.15,0,0,1,2351.1000000000004
58,91.55,0,0,2,5309.9
2,45.15,0,0,2,90.3
37,35.8,2,0,1,1324.6
71,113.15,2,2,1,8033.650000000001
1,19.85,1,1,1,19.85
71,19.8,2,1,1,1405.8
35,19.9,1,1,2,696.5
6,19.7,1,1,3,118.19999999999999
3,79.4,0,0,2,238.20000000000002
69,59.1,1,0,0,4077.9
44,53.95,1,0,3,2373.8
53,91.15,1,0,2,4830.950000000001
24,99.3,0,0,1,2383.2
5,68.95,0,0,2,344.75
2,51.55,0,0,3,103.1
62,24.4,2,1,3,1512.8
19,96.8,0,0,2,1839.2
9,70.05,0,0,3,630.4499999999999
53,19.5,2,1,1,1033.5
5,78.75,0,0,3,393.75
71,69.2,1,2,2,4913.2
1,19.55,0,1,3,19.55
18,80.65,0,0,2,1451.7
72,103.65,2,0,2,7462.8
4,54.7,0,2,3,218.8
59,54.15,2,0,1,3194.85
1,71.1,0,0,3,71.1
31,84.85,0,0,2,2630.35
3,20.0,0,1,0,60.0
65,106.25,1,0,2,6906.25
49,99.25,1,0,1,4863.25
2,19.35,0,1,3,38.7
53,20.8,1,1,0,1102.4
